Query_label	Target_label	%identity	aligment_length	#mismatches	#gap_opens	start_Q	end_Q	start_T	end_T	E_value	Bit_score
sp|Q9FKQ3|H3L5_ARATH	sp|Q71DI3|H32_HUMAN	92.65	136	10	0	1	136	1	136	6e-88	 256
sp|Q7XYZ0|H3_GRIJA	sp|Q71DI3|H32_HUMAN	94.07	135	8	0	1	135	1	135	6e-91	 263
sp|Q5DWI3|H3_MARPO	sp|P84243|H33_HUMAN	91.85	135	11	0	1	135	1	135	1e-87	 255
sp|P62785|H41_WHEAT	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|P62786|H42_WHEAT	sp|P62805|H4_HUMAN	97.67	86	2	0	18	103	18	103	5e-55	 169
sp|Q41811|H43_MAIZE	sp|P62805|H4_HUMAN	96.51	86	3	0	18	103	18	103	6e-54	 166
sp|P59259|H4_ARATH	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|Q71V09|H4_CAPAN	sp|P62805|H4_HUMAN	96.51	86	3	0	18	103	18	103	1e-54	 168
sp|Q6PMI5|H4_CHEMJ	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|P50566|H4_CHLRE	sp|P62805|H4_HUMAN	95.35	86	4	0	18	103	18	103	5e-53	 164
sp|Q6WZ83|H4_EUCGL	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|Q6LAF3|H4_FLATR	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|P62887|H4_LOLTE	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|P62787|H4_MAIZE	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|P82888|H4_OLILU	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	4e-66	 197
sp|P62788|H4_PEA	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|Q43083|H4_PYRSA	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	5e-66	 197
sp|Q76H85|H4_SILLA	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|Q6V9I2|H4_SOLCH	sp|P62805|H4_HUMAN	96.51	86	3	0	18	103	18	103	1e-54	 168
sp|P35057|H4_SOLLC	sp|P62805|H4_HUMAN	96.51	86	3	0	18	103	18	103	1e-54	 168
sp|P0CG89|H4_SOYBN	sp|P62805|H4_HUMAN	98.06	103	2	0	1	103	1	103	2e-66	 198
sp|P08436|H4_VOLCA	sp|P62805|H4_HUMAN	95.35	86	4	0	18	103	18	103	1e-52	 163
sp|Q9FYH1|HAC2_ARATH	sp|Q09472|EP300_HUMAN	32.21	208	111	8	1164	1356	1614	1806	9e-17	86.3
sp|Q9LF46|HACL_ARATH	sp|Q9UJ83|HACL1_HUMAN	42.00	569	312	8	2	561	4	563	6e-157	 465
sp|P46606|HD1_BRANA	sp|A6NDR6|ME3L1_HUMAN	42.42	66	38	0	211	276	153	218	1e-13	69.3
sp|Q9LXN8|HDA17_ARATH	sp|Q13547|HDAC1_HUMAN	56.52	115	50	0	2	116	273	387	1e-42	 149
sp|O22446|HDA19_ARATH	sp|Q13547|HDAC1_HUMAN	67.62	383	124	0	14	396	6	388	0.0	 582
sp|Q6H6D2|HEM3_ORYSJ	sp|P08397|HEM3_HUMAN	39.59	293	167	5	36	323	7	294	2e-56	 191
sp|Q9LQM7|HFA1D_ARATH	sp|Q9ULV5|HSF4_HUMAN	33.17	199	111	3	15	202	7	194	4e-26	 110
sp|P56669|HLG3_MAIZE	sp|P55347|PKNX1_HUMAN	49.18	61	31	0	24	84	260	320	2e-14	67.8
sp|Q8LDF9|HMGB7_ARATH	sp|O15347|HMGB3_HUMAN	46.27	67	36	0	113	179	91	157	1e-11	61.6
sp|P40621|HMGL_WHEAT	sp|O15347|HMGB3_HUMAN	49.46	93	45	2	38	129	89	180	2e-19	82.0
sp|Q9M1W4|HMT2_ARATH	sp|Q99707|METH_HUMAN	23.64	330	210	9	21	329	32	340	1e-11	65.9
sp|P46608|HSBH1_SOYBN	sp|Q99687|MEIS3_HUMAN	46.48	71	38	0	277	347	256	326	6e-13	69.3
sp|C0LGX3|HSL2_ARATH	sp|P51617|IRAK1_HUMAN	39.35	216	121	6	686	896	212	422	2e-34	 141
sp|P16394|HSP70_BRELC	sp|P11142|HSP7C_HUMAN	73.98	611	157	2	7	616	4	613	0.0	 952
sp|P16121|HSP70_LUPPO	sp|P11142|HSP7C_HUMAN	71.11	225	65	0	2	226	388	612	4e-107	 327
sp|P11143|HSP70_MAIZE	sp|P11142|HSP7C_HUMAN	77.74	611	132	3	5	613	3	611	0.0	 977
sp|P50217|IDHC_SOLTU	sp|P48735|IDHP_HUMAN	69.01	413	122	4	2	411	40	449	0.0	 595
sp|Q40469|IF4A6_TOBAC	sp|Q14240|IF4A2_HUMAN	77.47	253	57	0	1	253	154	406	2e-132	 384
sp|Q9M060|IF62_ARATH	sp|P56537|IF6_HUMAN	73.25	243	65	0	1	243	1	243	1e-135	 385
sp|O81920|IF6_BETVU	sp|P56537|IF6_HUMAN	73.06	193	52	0	1	193	1	193	2e-100	 293
sp|Q98RM8|IF6_GUITH	sp|P56537|IF6_HUMAN	34.53	223	146	0	1	223	1	223	2e-49	 165
sp|A4RSQ6|IF6_OSTLU	sp|P56537|IF6_HUMAN	67.62	244	79	0	1	244	1	244	2e-124	 357
sp|Q41768|ILVB1_MAIZE	sp|Q9UJ83|HACL1_HUMAN	25.35	493	318	14	67	534	16	483	9e-35	 139
sp|Q6K2E8|ILVB1_ORYSJ	sp|Q9UJ83|HACL1_HUMAN	26.18	489	327	13	69	540	12	483	3e-37	 146
sp|P14874|ILVB2_BRANA	sp|Q9UJ83|HACL1_HUMAN	24.87	591	372	19	61	615	4	558	3e-40	 154
sp|Q41769|ILVB2_MAIZE	sp|Q9UJ83|HACL1_HUMAN	25.77	489	329	13	63	534	12	483	3e-35	 140
sp|P17597|ILVB_ARATH	sp|Q9UJ83|HACL1_HUMAN	27.35	490	310	12	99	565	16	482	1e-44	 168
sp|P54927|IMP2_SOLLC	sp|P29218|IMPA1_HUMAN	42.13	254	143	4	2	253	6	257	3e-65	 207
sp|Q8VZR6|INT1_ARATH	sp|Q96QE2|MYCT_HUMAN	42.15	344	193	3	29	369	79	419	5e-80	 265
sp|Q9C757|INT2_ARATH	sp|Q96QE2|MYCT_HUMAN	38.10	567	313	9	12	559	65	612	6e-121	 375
sp|Q94ID3|IPT1_ARATH	sp|Q9H3H1|MOD5_HUMAN	41.23	114	67	0	59	172	17	130	5e-25	 105
sp|Q9SB60|IPT4_ARATH	sp|Q9H3H1|MOD5_HUMAN	41.67	108	63	0	7	114	25	132	5e-22	95.9
sp|Q94ID2|IPT5_ARATH	sp|Q9H3H1|MOD5_HUMAN	44.64	112	62	0	29	140	19	130	6e-26	 107
sp|Q94ID1|IPT7_ARATH	sp|Q9H3H1|MOD5_HUMAN	42.45	106	61	0	36	141	25	130	4e-24	 102
sp|Q9LJL4|IPT8_ARATH	sp|Q9H3H1|MOD5_HUMAN	42.45	106	61	0	45	150	25	130	8e-22	95.5
sp|Q9FUY6|JOIN_SOLLC	sp|Q06413|MEF2C_HUMAN	60.61	66	26	0	1	66	1	66	2e-19	87.0
sp|Q9M0F9|K6PF1_ARATH	sp|P17858|PFKAL_HUMAN	26.92	208	144	5	89	292	396	599	2e-11	66.2
sp|Q9M076|K6PF6_ARATH	sp|P17858|PFKAL_HUMAN	28.31	219	137	7	84	292	391	599	6e-12	67.4
sp|O82514|KAD1_ARATH	sp|P54819|KAD2_HUMAN	53.30	212	99	0	35	246	17	228	1e-82	 250
sp|Q08479|KAD1_ORYSJ	sp|P54819|KAD2_HUMAN	53.77	212	98	0	30	241	17	228	1e-81	 248
sp|Q9FK35|KAD2_ARATH	sp|P54819|KAD2_HUMAN	54.68	203	92	0	36	238	17	219	4e-79	 241
sp|Q08480|KAD2_ORYSJ	sp|P54819|KAD2_HUMAN	53.77	212	98	0	32	243	17	228	3e-82	 249
sp|Q9FIJ7|KADC2_ARATH	sp|Q96MA6|KAD8_HUMAN	28.91	256	168	4	14	262	4	252	2e-27	 110
sp|O49204|KAPS_CATRO	sp|O43252|PAPS1_HUMAN	49.05	210	89	5	105	305	18	218	4e-53	 185
sp|P42158|KC1D_ARATH	sp|P49674|KC1E_HUMAN	77.63	295	66	0	1	295	1	295	9e-179	 510
sp|P46086|KIME_ARATH	sp|Q03426|KIME_HUMAN	38.60	386	205	9	7	376	10	379	3e-68	 223
sp|O04134|KNAP1_MALDO	sp|Q99687|MEIS3_HUMAN	46.48	71	38	0	296	366	256	326	1e-12	68.6
sp|O04136|KNAP3_MALDO	sp|A6NDR6|ME3L1_HUMAN	44.62	65	36	0	345	409	154	218	4e-13	69.3
sp|P46639|KNAT1_ARATH	sp|Q99687|MEIS3_HUMAN	46.48	71	38	0	295	365	256	326	3e-12	67.4
sp|P48000|KNAT3_ARATH	sp|A6NDR6|ME3L1_HUMAN	44.62	65	36	0	337	401	154	218	3e-13	69.7
sp|P48001|KNAT4_ARATH	sp|A6NDR6|ME3L1_HUMAN	43.08	65	37	0	301	365	154	218	8e-13	67.8
sp|P48002|KNAT5_ARATH	sp|A6NDR6|ME3L1_HUMAN	43.08	65	37	0	296	360	154	218	8e-13	67.8
sp|Q9FPQ8|KNAT7_ARATH	sp|A6NDR6|ME3L1_HUMAN	42.42	66	38	0	208	273	153	218	1e-13	68.9
sp|Q9FP29|KNOS1_ORYSJ	sp|P55347|PKNX1_HUMAN	47.54	61	32	0	211	271	260	320	3e-13	69.3
sp|Q0E3C3|KNOS2_ORYSJ	sp|A8K0S8|ME3L2_HUMAN	44.62	65	36	0	220	284	238	302	4e-13	68.9
sp|Q94LW3|KNOS3_ORYSJ	sp|A8K0S8|ME3L2_HUMAN	45.45	66	36	0	232	297	237	302	7e-14	71.2
sp|Q10ED2|KNOS8_ORYSJ	sp|Q99687|MEIS3_HUMAN	45.95	74	40	0	217	290	250	323	2e-12	67.4
sp|A2Y007|KNOSA_ORYSI	sp|P55347|PKNX1_HUMAN	46.88	64	34	0	220	283	260	323	3e-13	69.3
sp|Q7GDL5|KNOSA_ORYSJ	sp|P55347|PKNX1_HUMAN	46.88	64	34	0	220	283	260	323	3e-13	69.3
sp|Q94LW4|KNOSB_ORYSJ	sp|P55347|PKNX1_HUMAN	35.63	87	56	0	237	323	260	346	6e-13	68.9
sp|Q0J6N4|KNOSD_ORYSJ	sp|A8K0S8|ME3L2_HUMAN	46.15	65	35	0	285	349	238	302	6e-14	72.0
sp|P56659|KNOX1_MAIZE	sp|Q99687|MEIS3_HUMAN	42.42	66	38	0	18	83	254	319	2e-15	70.1
sp|P56660|KNOX2_MAIZE	sp|Q99687|MEIS3_HUMAN	43.08	65	37	0	19	83	255	319	1e-14	67.8
sp|Q43484|KNOX3_HORVU	sp|Q99687|MEIS3_HUMAN	47.83	69	36	0	261	329	255	323	4e-14	72.8
sp|P56661|KNOX3_MAIZE	sp|Q99687|MEIS3_HUMAN	42.03	69	40	0	19	87	255	323	4e-12	60.8
sp|P56662|KNOX4_MAIZE	sp|Q99687|MEIS3_HUMAN	47.06	68	36	0	17	84	256	323	5e-14	66.2
sp|P56663|KNOX5_MAIZE	sp|P55347|PKNX1_HUMAN	47.54	61	32	0	24	84	260	320	6e-14	66.2
sp|P56664|KNOX6_MAIZE	sp|Q99687|MEIS3_HUMAN	41.54	65	38	0	16	80	255	319	9e-15	68.2
sp|P56665|KNOX7_MAIZE	sp|Q99687|MEIS3_HUMAN	41.54	65	38	0	16	80	255	319	9e-15	68.2
sp|P56666|KNOX8_MAIZE	sp|Q99687|MEIS3_HUMAN	45.95	74	40	0	11	84	250	323	4e-14	66.6
sp|P56667|KNX10_MAIZE	sp|Q99687|MEIS3_HUMAN	46.77	62	33	0	22	83	258	319	5e-13	63.5
sp|P56668|KNX11_MAIZE	sp|P55347|PKNX1_HUMAN	47.54	61	32	0	27	87	260	320	7e-14	66.2
sp|Q93ZB2|KO1_ARATH	sp|P05177|CP1A2_HUMAN	25.54	509	341	15	4	493	9	498	2e-36	 141
sp|Q42581|KPRS1_ARATH	sp|P60891|PRPS1_HUMAN	45.66	311	167	2	93	402	4	313	2e-92	 284
sp|Q6Z2L5|KPRS1_ORYSJ	sp|P60891|PRPS1_HUMAN	46.13	310	163	3	80	387	4	311	3e-92	 283
sp|Q9XG98|KPRS1_SPIOL	sp|P60891|PRPS1_HUMAN	45.34	311	168	2	26	335	4	313	4e-91	 278
sp|Q42583|KPRS2_ARATH	sp|P60891|PRPS1_HUMAN	45.66	311	167	2	90	399	4	313	1e-92	 285
sp|Q9XG99|KPRS2_SPIOL	sp|P60891|PRPS1_HUMAN	44.69	311	170	2	85	394	4	313	8e-90	 277
sp|O64888|KPRS5_ARATH	sp|P60891|PRPS1_HUMAN	45.54	303	163	2	78	379	4	305	1e-90	 279
sp|Q8H0T9|KTNB1_ARATH	sp|Q9BVA0|KTNB1_HUMAN	51.50	301	146	0	1	301	5	305	6e-114	 365
sp|Q8LPS1|LACS6_ARATH	sp|P33121|ACSL1_HUMAN	42.72	618	334	10	80	687	86	693	4e-169	 505
sp|Q6Z690|LDL1_ORYSJ	sp|Q8NB78|KDM1B_HUMAN	36.40	533	307	10	196	712	303	819	3e-85	 292
sp|O22300|LET12_SOLLC	sp|A6NDR6|ME3L1_HUMAN	44.62	65	36	0	342	406	154	218	2e-13	69.7
sp|O22299|LET6_SOLLC	sp|Q99687|MEIS3_HUMAN	46.48	71	38	0	253	323	256	326	2e-13	70.5
sp|P29696|LEU3_SOLTU	sp|P50213|IDH3A_HUMAN	60.98	305	119	0	40	344	35	339	1e-134	 392
sp|Q946J8|LHP1_ARATH	sp|O95931|CBX7_HUMAN	39.05	105	56	3	103	203	6	106	3e-12	65.9
sp|B9RW49|LIAS_RICCO	sp|O43766|LIAS_HUMAN	53.75	320	136	4	18	331	18	331	1e-117	 348
sp|B9I666|LISC1_POPTR	sp|O43766|LIAS_HUMAN	62.54	291	109	0	75	365	74	364	4e-137	 400
sp|B9N2B0|LISC2_POPTR	sp|O43766|LIAS_HUMAN	62.50	288	108	0	99	386	77	364	1e-135	 396
sp|Q8LEE8|LISC_ARATH	sp|O43766|LIAS_HUMAN	61.87	299	114	0	95	393	74	372	9e-141	 409
sp|B9RX57|LISC_RICCO	sp|O43766|LIAS_HUMAN	60.81	296	116	0	63	358	74	369	4e-137	 399
sp|P93655|LONM1_ARATH	sp|P36776|LONM_HUMAN	48.63	913	329	15	97	939	111	953	0.0	 843
sp|Q8LFD1|LPP3_ARATH	sp|Q8NEB5|PLPP5_HUMAN	40.68	236	132	4	88	319	26	257	1e-51	 175
sp|Q9ZR79|LRK57_ARATH	sp|Q9NWZ3|IRAK4_HUMAN	33.22	307	177	10	319	611	166	458	4e-41	 155
sp|Q9M021|LRK62_ARATH	sp|Q9NWZ3|IRAK4_HUMAN	35.29	272	160	8	373	636	192	455	1e-39	 152
sp|Q9FHG4|LRKS7_ARATH	sp|Q9NWZ3|IRAK4_HUMAN	33.22	304	181	10	348	640	163	455	3e-41	 156
sp|Q9ZRU9|LSM4_FAGSY	sp|Q9Y4Z0|LSM4_HUMAN	80.23	86	17	0	1	86	1	86	3e-50	 160
sp|Q9LGE6|LSM4_ORYSJ	sp|Q9Y4Z0|LSM4_HUMAN	86.75	83	11	0	1	83	1	83	7e-52	 164
sp|Q43582|LSM4_TOBAC	sp|Q9Y4Z0|LSM4_HUMAN	81.40	86	16	0	1	86	1	86	2e-51	 163
sp|O80397|M2K4_ARATH	sp|Q13163|MP2K5_HUMAN	36.09	302	177	5	43	336	128	421	6e-52	 181
sp|Q2QW53|MAD13_ORYSJ	sp|Q02080|MEF2B_HUMAN	59.02	61	25	0	1	61	1	61	2e-18	83.2
sp|Q7XUN2|MAD17_ORYSJ	sp|Q02078|MEF2A_HUMAN	57.97	69	29	0	1	69	1	69	3e-21	92.4
sp|Q8RU31|MAD21_ORYSJ	sp|Q02080|MEF2B_HUMAN	56.25	64	28	0	1	64	1	64	5e-19	85.1
sp|Q9XJ66|MAD22_ORYSJ	sp|Q06413|MEF2C_HUMAN	53.62	69	32	0	1	69	1	69	3e-18	82.8
sp|Q84NC5|MAD25_ORYSJ	sp|Q06413|MEF2C_HUMAN	50.00	76	38	0	1	76	1	76	7e-20	87.8
sp|Q6EP49|MAD27_ORYSJ	sp|Q06413|MEF2C_HUMAN	46.91	81	43	0	1	81	1	81	2e-18	84.0
sp|Q9LU93|MAD2_ARATH	sp|Q13257|MD2L1_HUMAN	47.37	190	100	0	12	201	11	200	1e-62	 197
sp|Q9XFH3|MAD2_MAIZE	sp|Q13257|MD2L1_HUMAN	45.50	200	109	0	1	200	1	200	3e-60	 191
sp|Q655V4|MAD30_ORYSJ	sp|Q14814|MEF2D_HUMAN	49.15	59	30	0	1	59	1	59	2e-13	68.9
sp|Q84NC2|MAD31_ORYSJ	sp|Q06413|MEF2C_HUMAN	49.15	59	30	0	1	59	1	59	3e-14	70.1
sp|Q9XJ60|MAD50_ORYSJ	sp|Q14814|MEF2D_HUMAN	48.68	76	39	0	1	76	1	76	1e-17	81.3
sp|Q69TG5|MAD55_ORYSJ	sp|Q06413|MEF2C_HUMAN	52.86	70	33	0	1	70	1	70	2e-18	84.0
sp|Q6Z6W2|MAD57_ORYSJ	sp|Q02080|MEF2B_HUMAN	52.00	75	36	0	1	75	1	75	4e-20	87.4
sp|Q2V0P1|MAD58_ORYSJ	sp|Q02080|MEF2B_HUMAN	53.73	67	31	0	45	111	3	69	7e-19	84.7
sp|Q07472|MADS1_PETHY	sp|Q06413|MEF2C_HUMAN	54.24	59	27	0	1	59	1	59	4e-14	70.9
sp|Q07474|MADS2_PETHY	sp|Q14814|MEF2D_HUMAN	54.24	59	27	0	1	59	1	59	1e-15	75.5
sp|Q40704|MADS3_ORYSJ	sp|Q02078|MEF2A_HUMAN	54.79	73	33	0	1	73	1	73	8e-21	90.9
sp|Q6EU39|MADS6_ORYSJ	sp|Q02078|MEF2A_HUMAN	56.52	69	30	0	1	69	1	69	9e-21	91.3
sp|Q9S7G7|MB3R1_ARATH	sp|P10242|MYB_HUMAN	61.64	159	61	0	31	189	36	194	7e-65	 229
sp|Q9ZP05|MDHG1_ARATH	sp|P40926|MDHM_HUMAN	57.74	310	131	0	44	353	26	335	2e-124	 365
sp|Q43743|MDHG1_BRANA	sp|P40926|MDHM_HUMAN	57.74	310	131	0	48	357	26	335	5e-124	 364
sp|O82399|MDHG2_ARATH	sp|P40926|MDHM_HUMAN	56.77	310	134	0	44	353	26	335	7e-123	 361
sp|Q9XFW3|MDHG2_BRANA	sp|P40926|MDHM_HUMAN	57.74	310	131	0	48	357	26	335	5e-124	 364
sp|Q42972|MDHG_ORYSJ	sp|P40926|MDHM_HUMAN	60.00	310	124	0	46	355	26	335	3e-129	 377
sp|P37228|MDHG_SOYBN	sp|P40926|MDHM_HUMAN	57.10	310	133	0	43	352	26	335	4e-126	 369
sp|Q9ZP06|MDHM1_ARATH	sp|P40926|MDHM_HUMAN	57.36	333	142	0	6	338	1	333	9e-132	 383
sp|Q42686|MDHM_CHLRE	sp|P40926|MDHM_HUMAN	56.85	336	139	4	39	371	3	335	3e-122	 360
sp|P83373|MDHM_FRAAN	sp|P40926|MDHM_HUMAN	60.30	330	131	0	6	335	4	333	2e-137	 397
sp|Q8LCU7|MECR_ARATH	sp|Q9BV79|MECR_HUMAN	46.53	331	175	2	46	375	44	373	5e-97	 296
sp|Q8VYB1|MED31_ARATH	sp|Q9Y3C7|MED31_HUMAN	49.52	105	53	0	24	128	10	114	2e-32	 116
sp|P55217|METB_ARATH	sp|P32929|CGL_HUMAN	41.69	343	192	5	224	562	58	396	6e-76	 249
sp|Q9FVG8|METK1_PINCO	sp|Q00266|METK1_HUMAN	51.61	372	174	4	8	376	20	388	9e-129	 379
sp|O23676|MGN_ARATH	sp|Q96A72|MGN2_HUMAN	77.93	145	32	0	6	150	4	148	3e-83	 244
sp|O65806|MGN_EUPLA	sp|Q96A72|MGN2_HUMAN	80.56	144	28	0	6	149	5	148	1e-84	 248
sp|P49030|MGN_ORYSJ	sp|Q96A72|MGN2_HUMAN	82.07	145	26	0	14	158	4	148	3e-86	 253
sp|Q8GYX0|MOB1_ARATH	sp|Q9H8S9|MOB1A_HUMAN	66.82	211	70	0	1	211	1	211	2e-108	 314
sp|Q6Z2X3|MOC2B_ORYSJ	sp|O96007|MOC2B_HUMAN	42.25	142	82	0	15	156	40	181	7e-37	 129
sp|Q39022|MPK2_ARATH	sp|P28482|MK01_HUMAN	50.88	342	162	4	25	363	18	356	7e-118	 350
sp|O22467|MSI1_ARATH	sp|Q09028|RBBP4_HUMAN	66.91	414	135	2	1	413	1	413	0.0	 584
sp|O22466|MSI1_SOLLC	sp|Q09028|RBBP4_HUMAN	66.18	414	138	2	1	413	1	413	0.0	 578
sp|Q5VPG8|MSRA5_ORYSJ	sp|Q9UJ68|MSRA_HUMAN	38.82	170	90	4	35	197	54	216	9e-28	 108
sp|Q9C8M2|MSRB1_ARATH	sp|Q8IXL7|MSRB3_HUMAN	57.36	129	55	0	66	194	38	166	3e-49	 161
sp|P29737|MYR1_SINAL	sp|Q6UWM7|LCTL_HUMAN	30.87	230	129	8	1	215	284	498	5e-26	 106
sp|Q9C9T3|MZT1A_ARATH	sp|Q08AG7|MZT1_HUMAN	50.00	48	24	0	10	57	22	69	1e-12	58.2
sp|Q9M0N8|MZT1B_ARATH	sp|Q08AG7|MZT1_HUMAN	52.08	48	23	0	10	57	22	69	2e-13	60.8
sp|A9NKD9|MZT1_PICSI	sp|Q08AG7|MZT1_HUMAN	49.18	61	31	0	9	69	21	81	6e-17	70.1
sp|Q9XFD1|NCBP2_ARATH	sp|P52298|NCBP2_HUMAN	67.61	142	46	0	9	150	15	156	4e-65	 203
sp|Q84L14|NCBP2_ORYSJ	sp|P52298|NCBP2_HUMAN	69.01	142	44	0	9	150	15	156	3e-67	 207
sp|Q8RWA7|NDADA_ARATH	sp|Q9P0J0|NDUAD_HUMAN	44.44	117	65	0	22	138	8	124	2e-30	 109
sp|O49313|NDADB_ARATH	sp|Q9P0J0|NDUAD_HUMAN	44.44	117	65	0	22	138	8	124	2e-30	 109
sp|A4GGF2|NDHH_PHAVU	sp|O75306|NDUS2_HUMAN	40.76	395	222	4	5	393	75	463	1e-94	 294
sp|P27758|NDHH_SECCE	sp|O75306|NDUS2_HUMAN	43.18	88	50	0	1	88	98	185	8e-18	77.4
sp|O64903|NDK2_ARATH	sp|P15531|NDKA_HUMAN	53.95	152	70	0	80	231	1	152	5e-59	 186
sp|P47923|NDK2_PEA	sp|P15531|NDKA_HUMAN	53.95	152	70	0	79	230	1	152	4e-59	 186
sp|Q01402|NDK2_SPIOL	sp|Q13232|NDK3_HUMAN	52.70	148	70	0	86	233	22	169	2e-56	 181
sp|Q852S5|NDK2_TOBAC	sp|P15531|NDKA_HUMAN	53.95	152	70	0	81	232	1	152	6e-59	 186
sp|O49203|NDK3_ARATH	sp|P15531|NDKA_HUMAN	62.00	150	57	0	86	235	2	151	1e-67	 209
sp|P81766|NDK3_SPIOL	sp|P15531|NDKA_HUMAN	62.67	150	56	0	1	150	2	151	6e-66	 201
sp|Q8LAH8|NDK4_ARATH	sp|P15531|NDKA_HUMAN	64.00	150	54	0	85	234	2	151	9e-68	 209
sp|Q8RXA8|NDK4_SPIOL	sp|P15531|NDKA_HUMAN	62.67	150	56	0	83	232	2	151	3e-66	 205
sp|Q42599|NDS8A_ARATH	sp|O00217|NDUS8_HUMAN	78.66	164	35	0	59	222	47	210	1e-95	 281
sp|Q9FX83|NDS8B_ARATH	sp|O00217|NDUS8_HUMAN	78.66	164	35	0	59	222	47	210	3e-95	 280
sp|Q9FLX7|NDUA5_ARATH	sp|Q16718|NDUA5_HUMAN	40.62	96	57	0	14	109	5	100	1e-15	70.5
sp|P93306|NDUS2_ARATH	sp|O75306|NDUS2_HUMAN	75.19	387	96	0	8	394	77	463	0.0	 611
sp|Q9TAJ7|NDUS2_CAFRO	sp|O75306|NDUS2_HUMAN	69.31	391	120	0	8	398	73	463	0.0	 577
sp|Q9TC96|NDUS2_NEPOL	sp|O75306|NDUS2_HUMAN	75.97	387	93	0	12	398	77	463	0.0	 626
sp|Q36450|NDUS2_NICSY	sp|O75306|NDUS2_HUMAN	69.57	391	119	0	4	394	73	463	0.0	 560
sp|Q37720|NDUS2_PYLLI	sp|O75306|NDUS2_HUMAN	73.39	387	103	0	12	398	77	463	0.0	 600
sp|P80264|NDUS2_SOLTU	sp|O75306|NDUS2_HUMAN	68.18	44	14	0	4	47	73	116	1e-16	72.4
sp|Q95748|NDUS3_ARATH	sp|O75489|NDUS3_HUMAN	58.66	179	72	2	8	185	63	240	1e-69	 216
sp|Q33994|NDUS3_BETTR	sp|O75489|NDUS3_HUMAN	59.22	179	71	2	8	185	63	240	7e-71	 219
sp|Q37787|NDUS3_BETVU	sp|O75489|NDUS3_HUMAN	58.66	179	72	2	8	185	63	240	8e-70	 216
sp|Q35322|NDUS3_ORYSJ	sp|O75489|NDUS3_HUMAN	60.34	179	69	2	8	185	63	240	5e-72	 222
sp|Q34011|NDUS3_PATWE	sp|O75489|NDUS3_HUMAN	58.66	179	72	2	8	185	63	240	4e-70	 217
sp|P80261|NDUS3_SOLTU	sp|O75489|NDUS3_HUMAN	58.66	179	72	2	8	185	63	240	2e-70	 218
sp|P42027|NDUS7_BRAOL	sp|O75251|NDUS7_HUMAN	73.48	181	48	0	35	215	33	213	1e-98	 289
sp|Q43844|NDUS7_SOLTU	sp|O75251|NDUS7_HUMAN	74.29	175	45	0	39	213	39	213	3e-97	 285
sp|P80269|NDUS8_SOLTU	sp|O00217|NDUS8_HUMAN	79.27	164	34	0	66	229	47	210	1e-95	 282
sp|O24143|NDUS8_TOBAC	sp|O00217|NDUS8_HUMAN	78.05	164	36	0	67	230	47	210	8e-94	 277
sp|Q9FNN5|NDUV1_ARATH	sp|P49821|NDUV1_HUMAN	76.00	425	102	0	50	474	27	451	0.0	 684
sp|O49543|NFS1_ARATH	sp|Q9Y697|NFS1_HUMAN	67.08	401	132	0	53	453	57	457	0.0	 581
sp|Q9LXV5|NFYA1_ARATH	sp|P23511|NFYA_HUMAN	62.71	59	22	0	169	227	260	318	9e-19	84.3
sp|Q8VY64|NFYA4_ARATH	sp|P23511|NFYA_HUMAN	49.38	81	41	0	97	177	262	342	1e-20	87.8
sp|Q9SLG0|NFYB1_ARATH	sp|P25208|NFYB_HUMAN	67.65	102	33	0	18	119	51	152	4e-48	 157
sp|Q6Z348|NFYB1_ORYSJ	sp|P25208|NFYB_HUMAN	41.18	85	50	0	34	118	59	143	3e-20	85.1
sp|Q9FGJ3|NFYB2_ARATH	sp|P25208|NFYB_HUMAN	61.67	120	44	2	7	125	34	152	2e-47	 156
sp|Q5QMG3|NFYB2_ORYSJ	sp|P25208|NFYB_HUMAN	64.22	109	39	0	17	125	37	145	4e-48	 158
sp|O04027|NFYB4_ARATH	sp|P25208|NFYB_HUMAN	55.91	93	41	0	3	95	54	146	3e-36	 125
sp|Q65XK1|NFYB4_ORYSJ	sp|P25208|NFYB_HUMAN	67.35	98	32	0	21	118	53	150	3e-45	 149
sp|Q67XJ2|NFYBA_ARATH	sp|P25208|NFYB_HUMAN	66.00	100	34	0	28	127	53	152	7e-46	 152
sp|P27968|NIA7_HORVU	sp|P00387|NB5R3_HUMAN	45.45	275	138	5	623	891	33	301	2e-76	 253
